,A0N0R1,A5PL27,A5YM40,P02654,Q8N423,D0EI67,D3DPA4,E5FQ95,E9KL23,E9KL26,E9KL36,A0A024R2I8,F1D8P4,F1D8Q5,F1D8Q7,F1D8R3,F1D8S3,F1D8S6,F1D8T1,F1T097,F2YGU2,G4XH65,G8H6I3,H9NIM3,I3WAC9,K9JA46,L7RT22,O00170,O00300,O00515,O00555,O00585,O00587,O00590,O00602,O00622,O00626,O00755,O14495,O14656,O14672,O14763,O14763-2,O14786,O14788,O15031,O15123,O15162,O15197,O15218,O15230,O15232,O18924,O19617,O43157,O43294,O43294-2,O43508,O43612,O43852,O43914,O43914-2,O60383,O60462,O60706-2,O60882,O60895,O75051,O75326,O75469-5,O75487,O75575-2,O75636-2,O75718,O75829,O75829-2,O75888-2,O76061,O76062,O94813,O95407,O95631,O95944,O95967,O95972,O95994,P00533,P00734,P00738,P00746,P00747,P00749,P00750,P00751,P01008,P01011,P01023,P01024,P01031,P01034,P01042,P01042-3,P01130,P01133,P01135,P01137,P01138,P01178,P01185,P01189,P01222,P01225,P01258,P01275,P01344,P01579,P01584,P01730,P01732,P01833,P01903,P01906,P01909,P01920,P02452,P02458-1,P02462,P02638,P02647,P02649,P02652,P02655,P02671,P02675,P02679,P02679-2,P02741,P02743,P02745,P02746,P02747,P02748,P02749,P02750,P02751,P02753,P02760,P02765,P02768,P02774,P02774-2,P02775,P02786,P02787,P02788,P02789,P02790,P03951,P03952,P03956,P03969,P04070,P04075,P04083,P04085,P04114,P04141,P04180,P04196,P04233,P04233-2,P04233-3,P04264,P04275,P04278,P04626,P04626-3,P04629-3,P04746,P05019-3,P05067,P05067-10,P05090,P05106,P05107,P05109,P05111,P05113,P05121,P05154,P05156,P05160,P05187,P05230,P05231,P05362,P05452,P05546,P05556,P05556-2,P06213,P06396,P06401,P06681,P06702,P06734,P06744,P06756,P06870,P07093-2,P07200,P07204,P07237,P07288,P07306,P07307,P07339,P07355,P07357,P07358,P07360,P07477,P07498,P07510,P07550,P07585-4,P07602,P07711,P07766,P07858,P07900-2,P07942,P07949-2,P07996,P08069,P08123,P08138,P08235,P08236,P08246,P08253,P08253-3,P08254,P08311,P08493,P08514,P08514-2,P08571,P08572,P08575,P08581,P08603,P08637,P08648,P08697,P08709,P08709-2,P08758,P08833,P08865,P08887-2,P08913,P09038,P09237,P09326,P09382,P09429,P09466,P09486,P09529,P09564,P09603,P09619,P09668,P09758,P09871,P09919-2,P09923,P0C0L4,P0C0L5,P0DJI9,P10082,P10124,P10145,P10275,P10276,P10451,P10586,P10586-2,P10589,P10643,P10646,P10646-2,P10696,P10720,P10747,P10767,P10827,P10909,P10912,P10915,P11047,P11150,P11215,P11226,P11362,P11362-18,P11362-3,P11474-2,P11597,P11684,P11717,P11836,P11912-2,P12107,P12109,P12110,P12111-3,P12259,P12272,P12272-2,P12273,P12314,P12318,P12318-2,P12544,P12644,P12645,P12830,P12838,P12872-3,P13224,P13385,P13500,P13521,P13608,P13611,P13612,P13671,P13725,P13726,P13726-2,P13765,P13942,P14210,P14210-6,P14543,P14555,P14618,P14618-2,P14625,P14735,P14778,P14780,P14784,P14867,P15144,P15151,P15260,P15328,P15502,P15502-2,P15502-7,P15509,P15509-6,P15514,P15529,P15529-15,P15531,P15692,P15692-13,P15692-2,P15813,P16035,P16066,P16070,P16070-19,P16144,P16144-2,P16233,P16234,P16471,P16471-7,P16473-2,P16519,P16581,P16591,P16871,P17181,P17301,P17813,P17813-2,P17927,P17931,P17936,P17948-2,P18065,P18428,P18433,P18505,P18507,P18510,P18510-2,P18564,P18627,P19022,P19235,P19320,P19320-2,P19438,P19823,P19827,P19875,P19876,P19883-2,P19941,P20023,P20036,P20061,P20073,P20138,P20151-3,P20160,P20333,P20382,P20645,P20701,P20702,P20742,P20827-2,P20908,P20916,P20916-2,P20963,P21246,P21452,P21453,P21462,P21554,P21583,P21730,P21741,P21757,P21781,P21802,P21802-14,P21802-3,P21809,P21810,P21817,P21817-2,P21854,P21860,P21917,P21918,P21926,P22004,P22105,P22301,P22303-4,P22413,P22455-2,P22458,P22466,P22607,P22607-3,P22692,P22736,P22888,P22894,P23142,P23229,P23229-2,P23352,P23467,P23468,P23468-2,P23469,P23470,P23471,P23560,P23582,P23945,P23946,P24001,P24043,P24071,P24158,P24394,P24394-2,P24530,P24530-2,P24592,P24593,P24821,P25025,P25067,P25098,P25101,P25103,P25116,P25311,P25391,P25445-2,P25929,P25940,P25942,P25942-2,P26006,P26010,P26012,P26022,P26441,P26447,P26583,P26715,P26717,P26951,P26992,P27037,P27352,P27487,P27658,P27797,P27918,P27930,P28039,P28221,P28222,P28223,P28325,P28336,P28472,P28472-2,P28702,P28799,P28799-2,P28908,P29120,P29274,P29317,P29320,P29320-2,P29323,P29323-2,P29371,P29400,P29460,P30044,P30273,P30511,P30511-2,P30518,P30533,P30550,P30556,P30825,P30968-2,P30990,P31025,P31151,P31371,P31431,P31696,P31785,P31997,P32004,P32239,P32241,P32245,P32246,P32297,P32302-2,P32745,P32881,P32927,P32971,P33032,P33151,P34903,P34925,P34981,P34998,P35030,P35052,P35070,P35225,P35247,P35318,P35346,P35348,P35348-3,P35367,P35368,P35372,P35398-4,P35442,P35542,P35555,P35556,P35613,P35613-3,P35625,P35869,P35916,P35916-1,P35968,P36894,P36896,P36896-2,P36897,P36897-3,P36955,P37023,P37231,P37235,P37288,P37840,P38570,P38911,P39060,P39900,P40189,P40189-2,P40222,P40259,P40259-2,P40313,P40933,P40933-2,P41143,P41145,P41222,P41231,P41235-7,P41597,P41597-2,P41968,P42081-3,P42261,P42263,P42701,P42701-3,P42702,P42830,P43003,P43088-2,P43115-3,P43146,P43251,P43490,P43629,P43630,P43681,P45452,P46092,P46531,P46663,P47037,P47211,P47870,P47870-1,P47872,P47893,P47900,P47972,P47992,P48023,P48039,P48058,P48058-2,P48061,P48061-2,P48061-3,P48169,P48357,P48509,P48551,P48551-2,P48723,P48740,P48740-3,P48745,P48747,P48995-2,P49116,P49146,P49151,P49221,P49286,P49682,P49746,P49747,P49763,P49763-3,P49765,P49767,P49913,P50052,P50281,P50591,P50895,P50897,P51124,P51449,P51511,P51512,P51671,P51677,P51681,P51684,P51685,P51686,P51686-2,P51693,P51805,P51858,P51884,P52272,P52272-2,P52797,P52798-2,P52799,P52803,P53420,P53708,P54108,P54577,P54709,P54753,P54756,P54760,P54762,P54764,P55001-2,P55055,P55058-2,P55072,P55075,P55075-2,P55075-4,P55083,P55085,P55089,P55103,P55107,P55268,P55290,P55774,P55899,P56159,P56159-2,P56199,P56703,P56704,P56706,P58166,P58215,P58335,P58335-4,P59665,P59666,P60568,P61073,P61278,P61328,P61769,P61812,P61916,P78357,P78504,P78539,P78552,P78556,P80075,P80098,P80108,P80162,P80188,P81277,P81534,P81605,P98073,P98095,P98136,P98137,P98155-2,P98160,P98164,P98172,Q00604,Q01113-3,Q01196,Q01196-3,Q01344,Q01344-3,Q01523,Q01638,Q01726,Q01955,Q01955-5,Q01973,Q02108-2,Q02223,Q02246,Q02297,Q02297-3,Q02297-7,Q02383,Q02388,Q02763,Q02817,Q02846,Q02985,Q03001,Q03167,Q03405,Q03405-3,Q03431,Q03591,Q04721,Q04756,Q04844,Q04912,Q05438,Q05707,Q05996,Q06141,Q06643,Q07001,Q07021,Q07325,Q07507,Q07869-2,Q07954,Q08345,Q08345-2,Q08380,Q08397,Q08431,Q08629,Q08722,Q08722-3,Q08AM6,Q10741,Q12805,Q12805-3,Q12841,Q12860,Q12860-2,Q12879-2,Q12884,Q12889,Q12913,Q12933,Q12959,Q12959-2,Q13002-2,Q13007,Q13018,Q13018-2,Q13061,Q13093,Q13162,Q13201,Q13219,Q13224,Q13231,Q13241,Q13241-3,Q13253,Q13255,Q13261,Q13275,Q13316,Q13316-2,Q13332,Q13332-7,Q13349,Q13361,Q13410,Q13443,Q13443-2,Q13444,Q13444-10,Q13445,Q13467,Q13477,Q13477-3,Q13478,Q13519,Q13585,Q13635,Q13639,Q13639-7,Q13651,Q13683,Q13683-13,Q13705,Q13740,Q13751,Q13753,Q13753-2,Q13797,Q13873,Q14005,Q14005-2,Q14031,Q14031-2,Q14050,Q14055,Q14112,Q14114,Q14114-2,Q14116,Q14162-4,Q14213,Q14242,Q14332,Q14508,Q14512,Q14563,Q14571,Q14573,Q14623,Q14624,Q14626,Q14626-2,Q14627,Q14766,Q14767,Q14773,Q14773-2,Q14943,Q14957,Q14994-2,Q14994-7,Q15109,Q15109-2,Q15165,Q15238,Q15262-2,Q15303,Q15303-3,Q15375,Q15399,Q15465,Q15466,Q15485,Q15485-2,Q15517,Q15582,Q15726,Q15758,Q15758-3,Q15761,Q15762,Q15768,Q15782,Q15818,Q15822,Q16099,Q16270,Q16288,Q16288-2,Q16363,Q16363-3,Q16445,Q16478,Q16602,Q16610-2,Q16619,Q16619-2,Q16620,Q16620-2,Q16620-4,Q16627,Q16627-2,Q16663,Q16671,Q16674,Q16787,Q16787-4,Q16827,Q28619,Q29983,Q30201,Q30201-9,Q31611,Q32P28,Q495A1,Q4KMG0-2,Q4VCS5,Q4ZG40,Q53GQ0,Q58EY0,Q5M8T4,Q5SQT9,Q5SU54,Q5T2D2,Q5TCX1,Q5VWK5,Q5XKG2,Q5Y7D6,Q5ZPR3,Q6AZ88,Q6FIB4,Q6IBD6,Q6IBU4,Q6KF10,Q6P3U7,Q6PCB0,Q6PIZ9,Q6Q788,Q6RW13,Q6UW01,Q6UWB1,Q6UWF7,Q6UWM0,Q6UX01,Q6UX06,Q6UXH1,Q6UXL0,Q6UY14,Q6W4X9,Q6WN34,Q6WN34-2,Q7L0J3,Q7L0X0,Q7LCB3,Q7RTW5,Q7Z304,Q7Z443,Q7Z5F4,Q7Z5J8,Q863H1,Q86TE4,Q86TH1,Q86UN2,Q86UN3,Q86V24,Q86VB7,Q86X29,Q86XP6,Q86Y38,Q86YJ6,Q8IU57,Q8IU57-4,Q8IUK8,Q8IVL1,Q8IW75,Q8IWL2,Q8IWV2,Q8IX30,Q8N1C3,Q8N2S1,Q8N474,Q8N6C5,Q8N6P7,Q8N6U8,Q8N729,Q8N8U9,Q8NAC3,Q8NBP7,Q8NCM2-2,Q8NCW5,Q8NDV2,Q8NER5-2,Q8NES3,Q8NES3-2,Q8NEV9,Q8NFJ5,Q8NFM7-3,Q8NFY4,Q8NG11,Q8NG41,Q8NGV6,Q8NHC8,Q8NHL6,Q8NI17-2,Q8TCU5,Q8TCY5,Q8TDL5,Q8WTV0,Q8WU66,Q8WVN6,Q8WWA0,Q8WXD0,Q8WZ75,Q90999,Q92484,Q92496,Q92692,Q92729,Q92736,Q92743,Q92752,Q92832,Q92859,Q92876,Q92876-2,Q92896,Q92932,Q92956,Q93034,Q93038-7,Q969D9,Q969E3,Q969H8,Q96A54,Q96A98,Q96CW1,Q96CW1-2,Q96F46,Q96FE5,Q96FE5-2,Q96G30,Q96GW7,Q96GW7-2,Q96HF1,Q96ID5,Q96IY4,Q96JB6,Q96JX3,Q96LB1,Q96NZ8,Q96PD4,Q96RI0,Q96RI1,Q96RP3,Q96RT1,Q96T91,Q99062,Q99062-4,Q99075,Q99500,Q99523,Q99523-2,Q99542-3,Q99572,Q99572-3,Q99574,Q99616,Q99650,Q99665,Q99677,Q99720,Q99720-4,Q99727,Q99784,Q99895,Q99928,Q99935,Q99965,Q99972,Q99985,Q9BQ16-1,Q9BQE5,Q9BRK5,Q9BS26,Q9BU40,Q9BX67-2,Q9BX74,Q9BXB1,Q9BXJ1,Q9BY67-5,Q9BY76,Q9BZM5,Q9BZM6,Q9BZR6,Q9BZW8,Q9C0C4,Q9GZM6,Q9GZP0-2,Q9GZQ6,Q9GZV9,Q9GZX6,Q9GZX9,Q9GZZ7-3,Q9GZZ8,Q9H0B8,Q9H221,Q9H228,Q9H293,Q9H2X0,Q9H2X3-4,Q9H3D5,Q9H3G5,Q9H3U7,Q9H461,Q9H4F8,Q9H665,Q9H6X2-4,Q9H772,Q9H8L6,Q9HAH7,Q9HAT2,Q9HAV5,Q9HB29,Q9HB63,Q9HB89,Q9HBA0-2,Q9HBE4,Q9HBG7,Q9HBW0,Q9HBW1,Q9HCB6,Q9HCK4,Q9HCM2,Q9HCN8,Q9HCT0,Q9HCU0,Q9HCX4,Q9HCY8,Q9HD43,Q9NP55,Q9NP84,Q9NPA2,Q9NPF7,Q9NPH3,Q9NPH3-2,Q9NPY3,Q9NQ30,Q9NQ38,Q9NR61,Q9NRA1,Q9NRE1,Q9NRM6,Q9NRM6-2,Q9NRQ2,Q9NS15,Q9NS15-2,Q9NS61-3,Q9NS68,Q9NS68-2,Q9NSA1,Q9NT22,Q9NTX5,Q9NVJ2,Q9NY15,Q9NYJ7,Q9NYQ6,Q9NYQ7,Q9NYR8,Q9NYU2,Q9NYY1,Q9NYZ4,Q9NZ20,Q9NZH6,Q9NZI2,Q9NZR2,Q9NZU1,Q9NZV1,Q9P0G3,Q9P0K1,Q9P0K1-4,Q9P283,Q9P296,Q9P2S2-2,Q9UBB9,Q9UBD3,Q9UBD9,Q9UBH0,Q9UBH6,Q9UBK5,Q9UBK5-2,Q9UBS5,Q9UBU2,Q9UBU3,Q9UBV4,Q9UBX5,Q9UEF7,Q9UGM3,Q9UGT4,Q9UHD0,Q9UHF0,Q9UHF4,Q9UHF5,Q9UHG3,Q9UHI8,Q9UHL4,Q9UIB8,Q9UIW2,Q9UJJ9,Q9UJU6,Q9UJW2,Q9UJZ1,Q9UK85,Q9UKP6,Q9UKU9,Q9UKX5,Q9UL54,Q9ULB1-2,Q9ULT6,Q9ULV1,Q9ULZ1,Q9ULZ9,Q9UM47,Q9UM73,Q9UMD9,Q9UMF0,Q9UN88,Q9UNA0,Q9UNE0,Q9UNN8,Q9UP52,Q9UQE7,Q9Y215,Q9Y215-7,Q9Y240,Q9Y258,Q9Y264,Q9Y275,Q9Y2C9,Q9Y2I1,Q9Y2I2,Q9Y337,Q9Y3R0,Q9Y3R0-3,Q9Y4C0,Q9Y4D7,Q9Y4L1,Q9Y5K2,Q9Y5L2,Q9Y5U5-3,Q9Y639,Q9Y698,Q9Y6C2,Q9Y6C5,Q9Y6N6,Q9Y6N7,Q9Y6N7-4,Q9Y6Q6,Q9Y6R7,Q9Y6Y9
A0N0L5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0N0P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
