,ENSMUSP00000022906,ENSMUSP00000020329,ENSMUSP00000091463,ENSMUSP00000025856,ENSMUSP00000058629,ENSMUSP00000115325,ENSMUSP00000039660,ENSMUSP00000048171,ENSMUSP00000032322,ENSMUSP00000021918,ENSMUSP00000067783,ENSMUSP00000109884,ENSMUSP00000053551,ENSMUSP00000049852,ENSMUSP00000081041,ENSMUSP00000005452,ENSMUSP00000112430,ENSMUSP00000085122,ENSMUSP00000077899,ENSMUSP00000062677,ENSMUSP00000132453,ENSMUSP00000045134,ENSMUSP00000050119,ENSMUSP00000001327,ENSMUSP00000107121,ENSMUSP00000006101,ENSMUSP00000045603,ENSMUSP00000005671,ENSMUSP00000032207,ENSMUSP00000107069,ENSMUSP00000052444,ENSMUSP00000039107,ENSMUSP00000075507,ENSMUSP00000044004,ENSMUSP00000127173,ENSMUSP00000025522,ENSMUSP00000025691,ENSMUSP00000033004,ENSMUSP00000028111,ENSMUSP00000029623,ENSMUSP00000033664,ENSMUSP00000033418,ENSMUSP00000033646,ENSMUSP00000026911,ENSMUSP00000028499,ENSMUSP00000068468,ENSMUSP00000053897,ENSMUSP00000101913,ENSMUSP00000101472,ENSMUSP00000066554,ENSMUSP00000027451,ENSMUSP00000006112,ENSMUSP00000029964,ENSMUSP00000106684,ENSMUSP00000066734,ENSMUSP00000110380,ENSMUSP00000035129,ENSMUSP00000087457,ENSMUSP00000005218,ENSMUSP00000096876,ENSMUSP00000102164,ENSMUSP00000094075,ENSMUSP00000002848,ENSMUSP00000050680,ENSMUSP00000080257,ENSMUSP00000109493,ENSMUSP00000009875,ENSMUSP00000024044,ENSMUSP00000054356,ENSMUSP00000023243,ENSMUSP00000126108,ENSMUSP00000029948,ENSMUSP00000067305,ENSMUSP00000062333,ENSMUSP00000084701,ENSMUSP00000035900,ENSMUSP00000007757,ENSMUSP00000009705,ENSMUSP00000022871,ENSMUSP00000031224,ENSMUSP00000026360,ENSMUSP00000113977,ENSMUSP00000039205,ENSMUSP00000021921,ENSMUSP00000079752,ENSMUSP00000078047,ENSMUSP00000047199,ENSMUSP00000120362,ENSMUSP00000007799,ENSMUSP00000064555,ENSMUSP00000030443,ENSMUSP00000028787,ENSMUSP00000032201,ENSMUSP00000028522,ENSMUSP00000050810,ENSMUSP00000030420,ENSMUSP00000073099,ENSMUSP00000006614,ENSMUSP00000060646,ENSMUSP00000138836,ENSMUSP00000005601,ENSMUSP00000028288,ENSMUSP00000085016,ENSMUSP00000099853,ENSMUSP00000096712,ENSMUSP00000131832,ENSMUSP00000088453,ENSMUSP00000074421,ENSMUSP00000044248,ENSMUSP00000099732,ENSMUSP00000058040,ENSMUSP00000138101,ENSMUSP00000105588,ENSMUSP00000051085,ENSMUSP00000106299,ENSMUSP00000031653,ENSMUSP00000026917,ENSMUSP00000109794,ENSMUSP00000045443,ENSMUSP00000020062,ENSMUSP00000095171,ENSMUSP00000057965,ENSMUSP00000110593,ENSMUSP00000102343,ENSMUSP00000072472,ENSMUSP00000028689,ENSMUSP00000069080,ENSMUSP00000031678,ENSMUSP00000078741,ENSMUSP00000022782,ENSMUSP00000101531,ENSMUSP00000047029,ENSMUSP00000065799,ENSMUSP00000024708,ENSMUSP00000127329,ENSMUSP00000036203,ENSMUSP00000058613,ENSMUSP00000023390,ENSMUSP00000130497,ENSMUSP00000047358,ENSMUSP00000065877,ENSMUSP00000032489,ENSMUSP00000116757,ENSMUSP00000036320,ENSMUSP00000122219,ENSMUSP00000114114,ENSMUSP00000038473,ENSMUSP00000107519,ENSMUSP00000100862,ENSMUSP00000043703,ENSMUSP00000094302,ENSMUSP00000120466,ENSMUSP00000024599,ENSMUSP00000025523,ENSMUSP00000020617,ENSMUSP00000025936,ENSMUSP00000040262,ENSMUSP00000015612,ENSMUSP00000102068,ENSMUSP00000023752,ENSMUSP00000027871,ENSMUSP00000027507,ENSMUSP00000097404,ENSMUSP00000068123,ENSMUSP00000023572,ENSMUSP00000034594,ENSMUSP00000023691,ENSMUSP00000065157,ENSMUSP00000045530,ENSMUSP00000044050,ENSMUSP00000029633,ENSMUSP00000069416,ENSMUSP00000028106,ENSMUSP00000018644,ENSMUSP00000083656,ENSMUSP00000082207,ENSMUSP00000045770,ENSMUSP00000028178,ENSMUSP00000023140,ENSMUSP00000094083,ENSMUSP00000088079,ENSMUSP00000094082,ENSMUSP00000075423,ENSMUSP00000101768,ENSMUSP00000060776,ENSMUSP00000133957,ENSMUSP00000081845,ENSMUSP00000021056,ENSMUSP00000049063,ENSMUSP00000063380,ENSMUSP00000023007,ENSMUSP00000023538,ENSMUSP00000032486,ENSMUSP00000110748,ENSMUSP00000027952,ENSMUSP00000066737,ENSMUSP00000122072,ENSMUSP00000035115,ENSMUSP00000063784,ENSMUSP00000095253,ENSMUSP00000047518,ENSMUSP00000099692,ENSMUSP00000029084,ENSMUSP00000106693,ENSMUSP00000023128,ENSMUSP00000029712,ENSMUSP00000099718,ENSMUSP00000058691,ENSMUSP00000054776,ENSMUSP00000101236,ENSMUSP00000095929,ENSMUSP00000050077,ENSMUSP00000062588,ENSMUSP00000032122,ENSMUSP00000097108,ENSMUSP00000126057,ENSMUSP00000031899,ENSMUSP00000034029,ENSMUSP00000030179,ENSMUSP00000071966,ENSMUSP00000111103,ENSMUSP00000051731,ENSMUSP00000053489,ENSMUSP00000119557,ENSMUSP00000101094,ENSMUSP00000097909,ENSMUSP00000083840,ENSMUSP00000047325,ENSMUSP00000078705,ENSMUSP00000099375,ENSMUSP00000027559,ENSMUSP00000032492,ENSMUSP00000044227,ENSMUSP00000025224,ENSMUSP00000026076,ENSMUSP00000099862,ENSMUSP00000053891,ENSMUSP00000077132,ENSMUSP00000139881,ENSMUSP00000108144,ENSMUSP00000088837,ENSMUSP00000080716,ENSMUSP00000107856,ENSMUSP00000032272,ENSMUSP00000028763,ENSMUSP00000040033,ENSMUSP00000137518,ENSMUSP00000127024,ENSMUSP00000032338,ENSMUSP00000045430,ENSMUSP00000140483,ENSMUSP00000063656,ENSMUSP00000123931,ENSMUSP00000027650,ENSMUSP00000048092,ENSMUSP00000044261,ENSMUSP00000133056,ENSMUSP00000032968,ENSMUSP00000043768,ENSMUSP00000036326,ENSMUSP00000032491,ENSMUSP00000099317,ENSMUSP00000030336,ENSMUSP00000114123,ENSMUSP00000052894,ENSMUSP00000080579,ENSMUSP00000095379,ENSMUSP00000093843,ENSMUSP00000046369,ENSMUSP00000058887,ENSMUSP00000066381,ENSMUSP00000054062,ENSMUSP00000034880,ENSMUSP00000112776,ENSMUSP00000131840,ENSMUSP00000053399,ENSMUSP00000113342,ENSMUSP00000033464,ENSMUSP00000029559,ENSMUSP00000036076,ENSMUSP00000055343,ENSMUSP00000029540,ENSMUSP00000030191,ENSMUSP00000096057,ENSMUSP00000099605,ENSMUSP00000138255,ENSMUSP00000028311,ENSMUSP00000030952,ENSMUSP00000129972,ENSMUSP00000092630,ENSMUSP00000040477,ENSMUSP00000030010,ENSMUSP00000043936,ENSMUSP00000088056,ENSMUSP00000096877,ENSMUSP00000033765,ENSMUSP00000051132,ENSMUSP00000034478,ENSMUSP00000046659,ENSMUSP00000068120,ENSMUSP00000033000,ENSMUSP00000086820,ENSMUSP00000030339,ENSMUSP00000035444,ENSMUSP00000105493,ENSMUSP00000046920,ENSMUSP00000061153,ENSMUSP00000044718,ENSMUSP00000102512,ENSMUSP00000139555,ENSMUSP00000058045,ENSMUSP00000056576,ENSMUSP00000040797,ENSMUSP00000099793,ENSMUSP00000056659,ENSMUSP00000059034,ENSMUSP00000033876,ENSMUSP00000032472,ENSMUSP00000062924,ENSMUSP00000073875,ENSMUSP00000075070,ENSMUSP00000034409,ENSMUSP00000034359,ENSMUSP00000130759,ENSMUSP00000112838,ENSMUSP00000034713,ENSMUSP00000098303,ENSMUSP00000109144,ENSMUSP00000105161,ENSMUSP00000117636,ENSMUSP00000077878,ENSMUSP00000095736,ENSMUSP00000063986,ENSMUSP00000067897,ENSMUSP00000077611,ENSMUSP00000083242,ENSMUSP00000048736,ENSMUSP00000043302,ENSMUSP00000038483,ENSMUSP00000091455,ENSMUSP00000131795,ENSMUSP00000062158,ENSMUSP00000042028,ENSMUSP00000096179,ENSMUSP00000081625,ENSMUSP00000054275,ENSMUSP00000105057,ENSMUSP00000121820,ENSMUSP00000069114,ENSMUSP00000072660,ENSMUSP00000129781,ENSMUSP00000126191,ENSMUSP00000100026,ENSMUSP00000053638,ENSMUSP00000108413,ENSMUSP00000058732,ENSMUSP00000062741,ENSMUSP00000134402,ENSMUSP00000129678,ENSMUSP00000109089,ENSMUSP00000071513,ENSMUSP00000062171,ENSMUSP00000103679,ENSMUSP00000091685,ENSMUSP00000088768,ENSMUSP00000072428,ENSMUSP00000113810,ENSMUSP00000062103,ENSMUSP00000071798,ENSMUSP00000075170,ENSMUSP00000058230,ENSMUSP00000112630,ENSMUSP00000123924,ENSMUSP00000078757,ENSMUSP00000063039,ENSMUSP00000137123,ENSMUSP00000077574,ENSMUSP00000083073,ENSMUSP00000135858,ENSMUSP00000070958,ENSMUSP00000068298,ENSMUSP00000086592,ENSMUSP00000086409,ENSMUSP00000110690,ENSMUSP00000080162,ENSMUSP00000126137,ENSMUSP00000069457,ENSMUSP00000078863,ENSMUSP00000126914,ENSMUSP00000099491,ENSMUSP00000093653,ENSMUSP00000101428,ENSMUSP00000099462,ENSMUSP00000112137,ENSMUSP00000129624,ENSMUSP00000099423,ENSMUSP00000110489,ENSMUSP00000110221,ENSMUSP00000118362,ENSMUSP00000107707,ENSMUSP00000128521,ENSMUSP00000133065,ENSMUSP00000112578,ENSMUSP00000109463,ENSMUSP00000000109,ENSMUSP00000000122,ENSMUSP00000000299,ENSMUSP00000000450,ENSMUSP00000000542,ENSMUSP00000000544,ENSMUSP00000000808,ENSMUSP00000001279,ENSMUSP00000001548,ENSMUSP00000001812,ENSMUSP00000002079,ENSMUSP00000002284,ENSMUSP00000002677,ENSMUSP00000002976,ENSMUSP00000003061,ENSMUSP00000003312,ENSMUSP00000003469,ENSMUSP00000003550,ENSMUSP00000003568,ENSMUSP00000003981,ENSMUSP00000004326,ENSMUSP00000004829,ENSMUSP00000005678,ENSMUSP00000005815,ENSMUSP00000006005,ENSMUSP00000006020,ENSMUSP00000006397,ENSMUSP00000006578,ENSMUSP00000008032,ENSMUSP00000009689,ENSMUSP00000010286,ENSMUSP00000011315,ENSMUSP00000013633,ENSMUSP00000014505,ENSMUSP00000015511,ENSMUSP00000015596,ENSMUSP00000016110,ENSMUSP00000017153,ENSMUSP00000017799,ENSMUSP00000019248,ENSMUSP00000019608,ENSMUSP00000020015,ENSMUSP00000020045,ENSMUSP00000020185,ENSMUSP00000020188,ENSMUSP00000020278,ENSMUSP00000020287,ENSMUSP00000020301,ENSMUSP00000020323,ENSMUSP00000020350,ENSMUSP00000020579,ENSMUSP00000020640,ENSMUSP00000020662,ENSMUSP00000020668,ENSMUSP00000020898,ENSMUSP00000020911,ENSMUSP00000020939,ENSMUSP00000021028,ENSMUSP00000021706,ENSMUSP00000021750,ENSMUSP00000022182,ENSMUSP00000022185,ENSMUSP00000022663,ENSMUSP00000022699,ENSMUSP00000022746,ENSMUSP00000023057,ENSMUSP00000023312,ENSMUSP00000023334,ENSMUSP00000023486,ENSMUSP00000023600,ENSMUSP00000023687,ENSMUSP00000023689,ENSMUSP00000023693,ENSMUSP00000023809,ENSMUSP00000024238,ENSMUSP00000024698,ENSMUSP00000024791,ENSMUSP00000024916,ENSMUSP00000026119,ENSMUSP00000026455,ENSMUSP00000026795,ENSMUSP00000026881,ENSMUSP00000026993,ENSMUSP00000026994,ENSMUSP00000027038,ENSMUSP00000027083,ENSMUSP00000027137,ENSMUSP00000027165,ENSMUSP00000027237,ENSMUSP00000027241,ENSMUSP00000027243,ENSMUSP00000027440,ENSMUSP00000027682,ENSMUSP00000027690,ENSMUSP00000027874,ENSMUSP00000028348,ENSMUSP00000028360,ENSMUSP00000028781,ENSMUSP00000029140,ENSMUSP00000029711,ENSMUSP00000029748,ENSMUSP00000029771,ENSMUSP00000029800,ENSMUSP00000029822,ENSMUSP00000030198,ENSMUSP00000030254,ENSMUSP00000030808,ENSMUSP00000031093,ENSMUSP00000031096,ENSMUSP00000031172,ENSMUSP00000031377,ENSMUSP00000031429,ENSMUSP00000031729,ENSMUSP00000031840,ENSMUSP00000031901,ENSMUSP00000031902,ENSMUSP00000032133,ENSMUSP00000032265,ENSMUSP00000032738,ENSMUSP00000032800,ENSMUSP00000032844,ENSMUSP00000033050,ENSMUSP00000033189,ENSMUSP00000033450,ENSMUSP00000033730,ENSMUSP00000033824,ENSMUSP00000034056,ENSMUSP00000034510,ENSMUSP00000034650,ENSMUSP00000034654,ENSMUSP00000034941,ENSMUSP00000035105,ENSMUSP00000035203,ENSMUSP00000035263,ENSMUSP00000036316,ENSMUSP00000037385,ENSMUSP00000037909,ENSMUSP00000039041,ENSMUSP00000041828,ENSMUSP00000041883,ENSMUSP00000041963,ENSMUSP00000042642,ENSMUSP00000045216,ENSMUSP00000046233,ENSMUSP00000047774,ENSMUSP00000047823,ENSMUSP00000048309,ENSMUSP00000049228,ENSMUSP00000049534,ENSMUSP00000049676,ENSMUSP00000051895,ENSMUSP00000052185,ENSMUSP00000052523,ENSMUSP00000052581,ENSMUSP00000053086,ENSMUSP00000053394,ENSMUSP00000053822,ENSMUSP00000055797,ENSMUSP00000056432,ENSMUSP00000057563,ENSMUSP00000059050,ENSMUSP00000059270,ENSMUSP00000060793,ENSMUSP00000061560,ENSMUSP00000063114,ENSMUSP00000063562,ENSMUSP00000063670,ENSMUSP00000064048,ENSMUSP00000065433,ENSMUSP00000074898,ENSMUSP00000077080,ENSMUSP00000077919,ENSMUSP00000089805,ENSMUSP00000092384,ENSMUSP00000095029,ENSMUSP00000099398,ENSMUSP00000099572,ENSMUSP00000099585,ENSMUSP00000099869,ENSMUSP00000099891,ENSMUSP00000099922,ENSMUSP00000099959,ENSMUSP00000101843,ENSMUSP00000103928
ENSMUSP00000000127,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSP00000000128,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSP00000000186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSP00000000187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSP00000000193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
