,ENSP00000358696,ENSP00000377061,ENSP00000265371,ENSP00000353582,ENSP00000351059,ENSP00000280155,ENSP00000302811,ENSP00000341821,ENSP00000350348,ENSP00000275493,ENSP00000317272,ENSP00000342235,ENSP00000162749,ENSP00000256637,ENSP00000365435,ENSP00000316228,ENSP00000323516,ENSP00000349252,ENSP00000380948,ENSP00000315477,ENSP00000373854,ENSP00000331736,ENSP00000239032,ENSP00000410294,ENSP00000292408,ENSP00000393312,ENSP00000339824,ENSP00000385143,ENSP00000334329,ENSP00000389140,ENSP00000332737,ENSP00000304501,ENSP00000406022,ENSP00000341198,ENSP00000321999,ENSP00000483721,ENSP00000253796,ENSP00000327246,ENSP00000242249,ENSP00000366970,ENSP00000305372,ENSP00000262178,ENSP00000343782,ENSP00000441235,ENSP00000450310,ENSP00000361548,ENSP00000481994,ENSP00000350896,ENSP00000269571,ENSP00000381097,ENSP00000332118,ENSP00000363763,ENSP00000281821,ENSP00000374323,ENSP00000277541,ENSP00000364163,ENSP00000256646,ENSP00000263388,ENSP00000409171,ENSP00000296181,ENSP00000373700,ENSP00000358309,ENSP00000362139,ENSP00000337451,ENSP00000275815,ENSP00000480763,ENSP00000351209,ENSP00000380227,ENSP00000398632,ENSP00000267082,ENSP00000386884,ENSP00000319635,ENSP00000263409,ENSP00000370698,ENSP00000274276,ENSP00000263816,ENSP00000358513,ENSP00000379350,ENSP00000411355,ENSP00000381949,ENSP00000255380,ENSP00000349437,ENSP00000356247,ENSP00000368516,ENSP00000266674,ENSP00000351805,ENSP00000356094,ENSP00000299178,ENSP00000324270,ENSP00000243077,ENSP00000308479,ENSP00000447730,ENSP00000457421,ENSP00000292301,ENSP00000307046,ENSP00000332659,ENSP00000353731,ENSP00000416996,ENSP00000357103,ENSP00000326432,ENSP00000269299,ENSP00000318820,ENSP00000323901,ENSP00000351605,ENSP00000441691,ENSP00000261349,ENSP00000294304,ENSP00000294954,ENSP00000263640,ENSP00000257863,ENSP00000301917,ENSP00000263379,ENSP00000362299,ENSP00000332973,ENSP00000351905,ENSP00000452786,ENSP00000364133,ENSP00000373574,ENSP00000283249,ENSP00000261023,ENSP00000339191,ENSP00000222573,ENSP00000357153,ENSP00000399421,ENSP00000370542,ENSP00000278742,ENSP00000452120,ENSP00000386896,ENSP00000282588,ENSP00000296585,ENSP00000336630,ENSP00000437737,ENSP00000277942,ENSP00000307822,ENSP00000261799,ENSP00000339328,ENSP00000472620,ENSP00000347197,ENSP00000263932,ENSP00000298386,ENSP00000405841,ENSP00000286301,ENSP00000362195,ENSP00000478721,ENSP00000364860,ENSP00000287934,ENSP00000286201,ENSP00000363826,ENSP00000354607,ENSP00000296140,ENSP00000292303,ENSP00000332504,ENSP00000441600,ENSP00000249887,ENSP00000362795,ENSP00000350256,ENSP00000293379,ENSP00000246006,ENSP00000261937,ENSP00000356899,ENSP00000327290,ENSP00000371211,ENSP00000427552,ENSP00000289248,ENSP00000367316,ENSP00000355361,ENSP00000263923,ENSP00000262407,ENSP00000297350,ENSP00000402060,ENSP00000295683,ENSP00000369293,ENSP00000363318,ENSP00000271324,ENSP00000454071,ENSP00000260010,ENSP00000288135,ENSP00000483713,ENSP00000278927,ENSP00000236147,ENSP00000263686,ENSP00000470788,ENSP00000262345,ENSP00000321345,ENSP00000361818,ENSP00000290200,ENSP00000314976,ENSP00000290219,ENSP00000356713,ENSP00000259455,ENSP00000240618,ENSP00000371958,ENSP00000482954,ENSP00000361004,ENSP00000360730,ENSP00000379111,ENSP00000384053,ENSP00000412209,ENSP00000353224,ENSP00000358165,ENSP00000267101,ENSP00000371532,ENSP00000334145,ENSP00000309124,ENSP00000352561,ENSP00000427679,ENSP00000480821,ENSP00000389600,ENSP00000363089,ENSP00000303634,ENSP00000434034,ENSP00000366307,ENSP00000369375,ENSP00000347948,ENSP00000363868,ENSP00000368682,ENSP00000369442,ENSP00000343957,ENSP00000270139,ENSP00000254661,ENSP00000310263,ENSP00000259808,ENSP00000276431,ENSP00000349324,ENSP00000355533,ENSP00000340361,ENSP00000364683,ENSP00000442656,ENSP00000263088,ENSP00000373325,ENSP00000391490,ENSP00000306138,ENSP00000354896,ENSP00000363708,ENSP00000361107,ENSP00000337014,ENSP00000401907,ENSP00000274721,ENSP00000347942,ENSP00000344468,ENSP00000428518,ENSP00000313423,ENSP00000347591,ENSP00000478699,ENSP00000247668,ENSP00000261652,ENSP00000266557,ENSP00000437940,ENSP00000313875,ENSP00000356024,ENSP00000454623,ENSP00000302079,ENSP00000386187,ENSP00000356016,ENSP00000263645,ENSP00000407546,ENSP00000330631,ENSP00000347451,ENSP00000337949,ENSP00000316244,ENSP00000322924,ENSP00000363748,ENSP00000276198,ENSP00000353915,ENSP00000289753,ENSP00000358963,ENSP00000258400,ENSP00000287907,ENSP00000307766,ENSP00000257068,ENSP00000386651,ENSP00000359285,ENSP00000362205,ENSP00000260197,ENSP00000261693,ENSP00000367888,ENSP00000269141,ENSP00000291759,ENSP00000343636,ENSP00000270233,ENSP00000329380,ENSP00000359532,ENSP00000303686,ENSP00000369643,ENSP00000359682,ENSP00000258042,ENSP00000329684,ENSP00000261590,ENSP00000352882,ENSP00000356000,ENSP00000376896,ENSP00000264257,ENSP00000386380,ENSP00000330959,ENSP00000419692,ENSP00000380565,ENSP00000371420,ENSP00000307701,ENSP00000362387,ENSP00000480492,ENSP00000329797,ENSP00000396270,ENSP00000357470,ENSP00000309036,ENSP00000301178,ENSP00000368314,ENSP00000346990,ENSP00000373539,ENSP00000382941,ENSP00000268035,ENSP00000349477,ENSP00000263087,ENSP00000463325,ENSP00000353030,ENSP00000288167,ENSP00000368278,ENSP00000314807,ENSP00000403104,ENSP00000381058,ENSP00000267102,ENSP00000418112,ENSP00000306157,ENSP00000340937,ENSP00000305877,ENSP00000338010,ENSP00000359864,ENSP00000381498,ENSP00000450565,ENSP00000418754,ENSP00000360120,ENSP00000357040,ENSP00000357196,ENSP00000345785,ENSP00000437489,ENSP00000301945,ENSP00000484824,ENSP00000353238,ENSP00000417335,ENSP00000357301,ENSP00000450482,ENSP00000354932,ENSP00000334928,ENSP00000447006,ENSP00000384708,ENSP00000317128,ENSP00000327545,ENSP00000308733,ENSP00000299727,ENSP00000420321,ENSP00000367292,ENSP00000360973,ENSP00000332353,ENSP00000296575,ENSP00000418663,ENSP00000376458,ENSP00000361266,ENSP00000380247,ENSP00000366506,ENSP00000342560,ENSP00000272847,ENSP00000303775,ENSP00000357005,ENSP00000347379,ENSP00000367697,ENSP00000373648,ENSP00000345055,ENSP00000353452,ENSP00000410309,ENSP00000303830,ENSP00000286355,ENSP00000379496,ENSP00000308782,ENSP00000390600,ENSP00000371307,ENSP00000477688,ENSP00000365162,ENSP00000311165,ENSP00000396320,ENSP00000385142,ENSP00000340943,ENSP00000381333,ENSP00000333821,ENSP00000443824,ENSP00000306497,ENSP00000484431,ENSP00000387211,ENSP00000384212,ENSP00000386881,ENSP00000282397,ENSP00000368538,ENSP00000347433,ENSP00000468897,ENSP00000352601,ENSP00000342793,ENSP00000346067,ENSP00000296861,ENSP00000294785,ENSP00000364210,ENSP00000367202,ENSP00000304422,ENSP00000404464,ENSP00000292174,ENSP00000293897,ENSP00000350198,ENSP00000480971,ENSP00000299766,ENSP00000318077,ENSP00000293599,ENSP00000405330,ENSP00000363822,ENSP00000406861,ENSP00000485659,ENSP00000305988,ENSP00000366314,ENSP00000352608,ENSP00000318916,ENSP00000384387,ENSP00000477548,ENSP00000362759,ENSP00000322270,ENSP00000340688,ENSP00000395704,ENSP00000367013,ENSP00000326737,ENSP00000356042,ENSP00000353408,ENSP00000363553,ENSP00000408205,ENSP00000443256,ENSP00000330696,ENSP00000380421,ENSP00000367739,ENSP00000327890,ENSP00000394227,ENSP00000429969,ENSP00000366267,ENSP00000298743,ENSP00000383715,ENSP00000359484,ENSP00000353874,ENSP00000370034,ENSP00000480053,ENSP00000361554,ENSP00000347979,ENSP00000341268,ENSP00000336764,ENSP00000328708,ENSP00000477455,ENSP00000331698,ENSP00000358784,ENSP00000357068,ENSP00000333496,ENSP00000379818,ENSP00000324890,ENSP00000430711,ENSP00000376048,ENSP00000457492,ENSP00000451648,ENSP00000402584,ENSP00000344115,ENSP00000377492,ENSP00000383382,ENSP00000321326,ENSP00000349967,ENSP00000368265,ENSP00000376188,ENSP00000483403,ENSP00000347038,ENSP00000322775,ENSP00000330393,ENSP00000395389,ENSP00000328472,ENSP00000315011,ENSP00000356205,ENSP00000480573,ENSP00000471493,ENSP00000365006,ENSP00000394624,ENSP00000334941,ENSP00000393333,ENSP00000366416,ENSP00000354859,ENSP00000378187,ENSP00000426909,ENSP00000362403,ENSP00000410257,ENSP00000346534,ENSP00000363571,ENSP00000339356,ENSP00000332963,ENSP00000465734,ENSP00000358783,ENSP00000330284,ENSP00000354778,ENSP00000335544,ENSP00000386972,ENSP00000358470,ENSP00000354782,ENSP00000349003,ENSP00000347409,ENSP00000371693,ENSP00000372295,ENSP00000359305,ENSP00000377047,ENSP00000349932,ENSP00000342156,ENSP00000360217,ENSP00000352071,ENSP00000355316,ENSP00000440556,ENSP00000362353,ENSP00000368966,ENSP00000369756,ENSP00000467494,ENSP00000357097,ENSP00000423917,ENSP00000354652,ENSP00000363431,ENSP00000455215,ENSP00000419422,ENSP00000361359,ENSP00000363512,ENSP00000359013,ENSP00000384582,ENSP00000431418,ENSP00000442736,ENSP00000422185,ENSP00000461007,ENSP00000364847,ENSP00000361728,ENSP00000358715,ENSP00000454207,ENSP00000383558,ENSP00000456609,ENSP00000375629,ENSP00000379365,ENSP00000378845,ENSP00000431445,ENSP00000375608,ENSP00000371327,ENSP00000371333,ENSP00000438038,ENSP00000415900,ENSP00000444688,ENSP00000409544,ENSP00000440643,ENSP00000418070,ENSP00000444408,ENSP00000389998,ENSP00000439467,ENSP00000465500,ENSP00000451605,ENSP00000420525,ENSP00000417404,ENSP00000473212,ENSP00000462309,ENSP00000475344,ENSP00000438244,ENSP00000473159,ENSP00000480405,ENSP00000481824,ENSP00000003084,ENSP00000007722,ENSP00000008938,ENSP00000009530,ENSP00000011653,ENSP00000019103,ENSP00000043402,ENSP00000053243,ENSP00000085219,ENSP00000155840,ENSP00000166244,ENSP00000172229,ENSP00000176183,ENSP00000188790,ENSP00000198536,ENSP00000200181,ENSP00000212355,ENSP00000216223,ENSP00000216629,ENSP00000216968,ENSP00000217270,ENSP00000218075,ENSP00000218176,ENSP00000218721,ENSP00000221132,ENSP00000221485,ENSP00000221891,ENSP00000221972,ENSP00000222139,ENSP00000222747,ENSP00000223864,ENSP00000225698,ENSP00000226413,ENSP00000227155,ENSP00000227752,ENSP00000228434,ENSP00000228918,ENSP00000229030,ENSP00000229402,ENSP00000233954,ENSP00000234371,ENSP00000234961,ENSP00000241256,ENSP00000241416,ENSP00000241453,ENSP00000242786,ENSP00000243052,ENSP00000243349,ENSP00000243911,ENSP00000244174,ENSP00000245457,ENSP00000246115,ENSP00000246186,ENSP00000246532,ENSP00000246657,ENSP00000247461,ENSP00000248076,ENSP00000249016,ENSP00000249041,ENSP00000249363,ENSP00000249373,ENSP00000250092,ENSP00000250693,ENSP00000251372,ENSP00000252483,ENSP00000252660,ENSP00000254854,ENSP00000254868,ENSP00000255008,ENSP00000255262,ENSP00000256178,ENSP00000256707,ENSP00000256906,ENSP00000257189,ENSP00000257192,ENSP00000257290,ENSP00000257408,ENSP00000257770,ENSP00000257979,ENSP00000258443,ENSP00000258526,ENSP00000259951,ENSP00000261024,ENSP00000261170,ENSP00000262262,ENSP00000262370,ENSP00000262441,ENSP00000262629,ENSP00000262839,ENSP00000262888,ENSP00000262919,ENSP00000263071,ENSP00000263100,ENSP00000263269,ENSP00000263574,ENSP00000263798,ENSP00000264025,ENSP00000264036,ENSP00000264039,ENSP00000264246,ENSP00000264260,ENSP00000264638,ENSP00000264741,ENSP00000265074,ENSP00000265162,ENSP00000265459,ENSP00000265572,ENSP00000266376,ENSP00000267377,ENSP00000270800,ENSP00000271332,ENSP00000271450,ENSP00000271532,ENSP00000272928,ENSP00000277120,ENSP00000278198,ENSP00000281806,ENSP00000283243,ENSP00000284240,ENSP00000284818,ENSP00000289429,ENSP00000290291,ENSP00000290401,ENSP00000290649,ENSP00000291232,ENSP00000291294,ENSP00000292377,ENSP00000293190,ENSP00000294016,ENSP00000295408,ENSP00000295589,ENSP00000295981,ENSP00000296474,ENSP00000296641,ENSP00000296677,ENSP00000296754,ENSP00000296980,ENSP00000297323,ENSP00000298472,ENSP00000299441,ENSP00000300098,ENSP00000300692,ENSP00000302846,ENSP00000303325,ENSP00000303424,ENSP00000303522,ENSP00000303939,ENSP00000303942,ENSP00000304945,ENSP00000305302,ENSP00000305416,ENSP00000305766,ENSP00000306449,ENSP00000306490,ENSP00000307259,ENSP00000307513,ENSP00000309052,ENSP00000309493,ENSP00000310405,ENSP00000311035,ENSP00000311733,ENSP00000312002,ENSP00000312506,ENSP00000315997,ENSP00000319476,ENSP00000319883,ENSP00000320180,ENSP00000320936,ENSP00000321573,ENSP00000323568,ENSP00000325525,ENSP00000327417,ENSP00000327824,ENSP00000328133,ENSP00000328207,ENSP00000328478,ENSP00000331242,ENSP00000331545,ENSP00000332591,ENSP00000332812,ENSP00000333298,ENSP00000333800,ENSP00000335062,ENSP00000336769,ENSP00000338648,ENSP00000339634,ENSP00000341083,ENSP00000341785,ENSP00000342215,ENSP00000342681,ENSP00000344648,ENSP00000345243,ENSP00000347140,ENSP00000347916,ENSP00000348888,ENSP00000349616,ENSP00000351338,ENSP00000352358,ENSP00000354207,ENSP00000356251,ENSP00000356991,ENSP00000357150,ENSP00000357669,ENSP00000358310,ENSP00000358430,ENSP00000358490,ENSP00000359778,ENSP00000361072,ENSP00000363229,ENSP00000363596,ENSP00000369399,ENSP00000370950,ENSP00000376543,ENSP00000377948,ENSP00000378195,ENSP00000378409,ENSP00000379980,ENSP00000381023,ENSP00000411788
ENSP00000002829,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000006053,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000014930,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000052754,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
