,ENSMUSG00000040249,ENSMUSG00000054764,ENSMUSG00000068122,ENSMUSG00000021070,ENSMUSG00000002602,ENSMUSG00000052504,ENSMUSG00000039115,ENSMUSG00000025809,ENSMUSG00000017009,ENSMUSG00000000555,ENSMUSG00000027087,ENSMUSG00000020689,ENSMUSG00000062209,ENSMUSG00000026923,ENSMUSG00000030342,ENSMUSG00000027111,ENSMUSG00000001281,ENSMUSG00000027009,ENSMUSG00000001507,ENSMUSG00000022817,ENSMUSG00000029778,ENSMUSG00000026387,ENSMUSG00000032528,ENSMUSG00000011171,ENSMUSG00000026457,ENSMUSG00000030168,ENSMUSG00000023964,ENSMUSG00000059588,ENSMUSG00000058396,ENSMUSG00000001240,ENSMUSG00000034353,ENSMUSG00000040907,ENSMUSG00000027253,ENSMUSG00000057280,ENSMUSG00000038537,ENSMUSG00000047259,ENSMUSG00000007480,ENSMUSG00000025743,ENSMUSG00000027070,ENSMUSG00000068037,ENSMUSG00000005534,ENSMUSG00000026836,ENSMUSG00000023047,ENSMUSG00000020122,ENSMUSG00000006386,ENSMUSG00000033191,ENSMUSG00000033788,ENSMUSG00000045551,ENSMUSG00000044338,ENSMUSG00000030786,ENSMUSG00000000290,ENSMUSG00000032193,ENSMUSG00000030201,ENSMUSG00000028613,ENSMUSG00000001247,ENSMUSG00000030162,ENSMUSG00000022261,ENSMUSG00000027995,ENSMUSG00000057722,ENSMUSG00000027577,ENSMUSG00000024913,ENSMUSG00000037936,ENSMUSG00000049313,ENSMUSG00000024924,ENSMUSG00000007655,ENSMUSG00000024610,ENSMUSG00000034220,ENSMUSG00000003458,ENSMUSG00000000120,ENSMUSG00000026435,ENSMUSG00000023915,ENSMUSG00000018166,ENSMUSG00000046159,ENSMUSG00000020828,ENSMUSG00000025089,ENSMUSG00000024366,ENSMUSG00000030110,ENSMUSG00000027312,ENSMUSG00000038235,ENSMUSG00000045569,ENSMUSG00000020123,ENSMUSG00000026432,ENSMUSG00000031390,ENSMUSG00000049112,ENSMUSG00000005763,ENSMUSG00000032094,ENSMUSG00000002033,ENSMUSG00000006611,ENSMUSG00000030165,ENSMUSG00000022797,ENSMUSG00000020598,ENSMUSG00000003534,ENSMUSG00000025496,ENSMUSG00000055254,ENSMUSG00000068747,ENSMUSG00000025779,ENSMUSG00000044827,ENSMUSG00000039005,ENSMUSG00000052155,ENSMUSG00000061393,ENSMUSG00000000530,ENSMUSG00000021796,ENSMUSG00000052430,ENSMUSG00000067336,ENSMUSG00000026814,ENSMUSG00000038403,ENSMUSG00000062312,ENSMUSG00000003379,ENSMUSG00000042333,ENSMUSG00000051076,ENSMUSG00000032377,ENSMUSG00000027435,ENSMUSG00000016481,ENSMUSG00000032911,ENSMUSG00000034739,ENSMUSG00000040552,ENSMUSG00000074361,ENSMUSG00000030724,ENSMUSG00000016493,ENSMUSG00000037706,ENSMUSG00000017652,ENSMUSG00000049130,ENSMUSG00000034664,ENSMUSG00000038188,ENSMUSG00000020963,ENSMUSG00000005533,ENSMUSG00000029468,ENSMUSG00000029193,ENSMUSG00000030898,ENSMUSG00000042262,ENSMUSG00000044534,ENSMUSG00000079355,ENSMUSG00000035448,ENSMUSG00000050232,ENSMUSG00000047898,ENSMUSG00000044052,ENSMUSG00000040899,ENSMUSG00000029530,ENSMUSG00000043999,ENSMUSG00000020592,ENSMUSG00000026580,ENSMUSG00000026581,ENSMUSG00000021277,ENSMUSG00000024669,ENSMUSG00000030336,ENSMUSG00000024304,ENSMUSG00000005947,ENSMUSG00000030114,ENSMUSG00000033295,ENSMUSG00000033278,ENSMUSG00000045382,ENSMUSG00000032937,ENSMUSG00000024107,ENSMUSG00000021638,ENSMUSG00000007613,ENSMUSG00000032440,ENSMUSG00000015533,ENSMUSG00000028444,ENSMUSG00000007888,ENSMUSG00000021756,ENSMUSG00000054263,ENSMUSG00000005672,ENSMUSG00000027947,ENSMUSG00000055022,ENSMUSG00000039419,ENSMUSG00000025810,ENSMUSG00000005087,ENSMUSG00000031119,ENSMUSG00000062960,ENSMUSG00000002944,ENSMUSG00000026674,ENSMUSG00000020357,ENSMUSG00000042284,ENSMUSG00000032243,ENSMUSG00000016942,ENSMUSG00000090210,ENSMUSG00000036634,ENSMUSG00000062128,ENSMUSG00000055447,ENSMUSG00000025321,ENSMUSG00000051136,ENSMUSG00000035431,ENSMUSG00000047904,ENSMUSG00000044933,ENSMUSG00000037014,ENSMUSG00000050824,ENSMUSG00000025993,ENSMUSG00000018634,ENSMUSG00000003476,ENSMUSG00000024621,ENSMUSG00000028859,ENSMUSG00000068758,ENSMUSG00000028072,ENSMUSG00000007989,ENSMUSG00000045005,ENSMUSG00000022297,ENSMUSG00000052336,ENSMUSG00000044337,ENSMUSG00000023274,ENSMUSG00000047880,ENSMUSG00000034997,ENSMUSG00000050511,ENSMUSG00000048521,ENSMUSG00000009376,ENSMUSG00000022687,ENSMUSG00000038119,ENSMUSG00000064325,ENSMUSG00000021466,ENSMUSG00000028681,ENSMUSG00000020393,ENSMUSG00000040680,ENSMUSG00000038146,ENSMUSG00000015468,ENSMUSG00000060534,ENSMUSG00000005465,ENSMUSG00000028532,ENSMUSG00000034457,ENSMUSG00000003227,ENSMUSG00000031616,ENSMUSG00000022122,ENSMUSG00000029866,ENSMUSG00000004655,ENSMUSG00000038498,ENSMUSG00000049556,ENSMUSG00000029859,ENSMUSG00000006445,ENSMUSG00000026235,ENSMUSG00000029245,ENSMUSG00000055540,ENSMUSG00000028289,ENSMUSG00000028661,ENSMUSG00000032537,ENSMUSG00000029869,ENSMUSG00000028664,ENSMUSG00000005958,ENSMUSG00000029710,ENSMUSG00000019828,ENSMUSG00000049583,ENSMUSG00000020717,ENSMUSG00000043333,ENSMUSG00000006235,ENSMUSG00000028128,ENSMUSG00000050675,ENSMUSG00000048376,ENSMUSG00000021678,ENSMUSG00000021675,ENSMUSG00000050147,ENSMUSG00000050761,ENSMUSG00000030054,ENSMUSG00000074743,ENSMUSG00000040963,ENSMUSG00000030084,ENSMUSG00000026640,ENSMUSG00000031398,ENSMUSG00000029765,ENSMUSG00000024778,ENSMUSG00000030341,ENSMUSG00000036862,ENSMUSG00000026971,ENSMUSG00000031871,ENSMUSG00000046223,ENSMUSG00000031565,ENSMUSG00000030849,ENSMUSG00000054252,ENSMUSG00000005320,ENSMUSG00000008090,ENSMUSG00000032511,ENSMUSG00000023033,ENSMUSG00000029195,ENSMUSG00000057457,ENSMUSG00000042817,ENSMUSG00000058806,ENSMUSG00000030281,ENSMUSG00000026768,ENSMUSG00000032420,ENSMUSG00000032125,ENSMUSG00000063727,ENSMUSG00000024553,ENSMUSG00000020793,ENSMUSG00000042816,ENSMUSG00000014361,ENSMUSG00000027298,ENSMUSG00000025127,ENSMUSG00000024027,ENSMUSG00000049928,ENSMUSG00000000532,ENSMUSG00000021464,ENSMUSG00000066705,ENSMUSG00000039747,ENSMUSG00000022103,ENSMUSG00000028360,ENSMUSG00000004654,ENSMUSG00000026343,ENSMUSG00000035000,ENSMUSG00000030406,ENSMUSG00000020431,ENSMUSG00000031659,ENSMUSG00000022376,ENSMUSG00000005580,ENSMUSG00000042429,ENSMUSG00000033717,ENSMUSG00000058620,ENSMUSG00000032773,ENSMUSG00000044288,ENSMUSG00000032259,ENSMUSG00000036832,ENSMUSG00000000766,ENSMUSG00000036353,ENSMUSG00000028909,ENSMUSG00000045092,ENSMUSG00000067586,ENSMUSG00000044199,ENSMUSG00000045087,ENSMUSG00000034881,ENSMUSG00000020099,ENSMUSG00000031489,ENSMUSG00000028747,ENSMUSG00000071489,ENSMUSG00000043017,ENSMUSG00000039809,ENSMUSG00000029255,ENSMUSG00000031751,ENSMUSG00000031130,ENSMUSG00000031364,ENSMUSG00000019865,ENSMUSG00000042638,ENSMUSG00000020890,ENSMUSG00000020330,ENSMUSG00000027215,ENSMUSG00000028778,ENSMUSG00000032360,ENSMUSG00000035528,ENSMUSG00000031995,ENSMUSG00000020884,ENSMUSG00000002771,ENSMUSG00000045322,ENSMUSG00000015947,ENSMUSG00000041301,ENSMUSG00000013236,ENSMUSG00000041046,ENSMUSG00000026770,ENSMUSG00000030830,ENSMUSG00000023926,ENSMUSG00000022967,ENSMUSG00000022971,ENSMUSG00000020009,ENSMUSG00000022965,ENSMUSG00000023830,ENSMUSG00000036904,ENSMUSG00000032089,ENSMUSG00000026012,ENSMUSG00000000791,ENSMUSG00000018341,ENSMUSG00000049093,ENSMUSG00000017057,ENSMUSG00000031289,ENSMUSG00000030748,ENSMUSG00000023206,ENSMUSG00000068227,ENSMUSG00000020734,ENSMUSG00000047959,ENSMUSG00000009731,ENSMUSG00000060882,ENSMUSG00000044708,ENSMUSG00000062609,ENSMUSG00000044216,ENSMUSG00000002897,ENSMUSG00000015966,ENSMUSG00000015355,ENSMUSG00000026070,ENSMUSG00000026068,ENSMUSG00000052372,ENSMUSG00000070942,ENSMUSG00000020007,ENSMUSG00000044244,ENSMUSG00000026072,ENSMUSG00000026073,ENSMUSG00000022514,ENSMUSG00000045730,ENSMUSG00000040747,ENSMUSG00000037157,ENSMUSG00000030745,ENSMUSG00000050377,ENSMUSG00000022146,ENSMUSG00000005364,ENSMUSG00000003882,ENSMUSG00000020279,ENSMUSG00000029287,ENSMUSG00000024232,ENSMUSG00000026834,ENSMUSG00000053368,ENSMUSG00000060735,ENSMUSG00000049741,ENSMUSG00000005339,ENSMUSG00000035773,ENSMUSG00000027612,ENSMUSG00000025348,ENSMUSG00000020758,ENSMUSG00000032518,ENSMUSG00000002980,ENSMUSG00000025510,ENSMUSG00000025064,ENSMUSG00000027860,ENSMUSG00000015243,ENSMUSG00000041380,ENSMUSG00000038668,ENSMUSG00000031861,ENSMUSG00000049929,ENSMUSG00000022579,ENSMUSG00000030339,ENSMUSG00000028599,ENSMUSG00000038390,ENSMUSG00000019796,ENSMUSG00000024180,ENSMUSG00000021624,ENSMUSG00000020581,ENSMUSG00000028399,ENSMUSG00000055471,ENSMUSG00000020154,ENSMUSG00000068748,ENSMUSG00000028699,ENSMUSG00000024620,ENSMUSG00000039385,ENSMUSG00000032584,ENSMUSG00000044674,ENSMUSG00000081683,ENSMUSG00000049791,ENSMUSG00000041075,ENSMUSG00000051331,ENSMUSG00000027303,ENSMUSG00000022883,ENSMUSG00000032128,ENSMUSG00000050199,ENSMUSG00000036333,ENSMUSG00000025151,ENSMUSG00000063434,ENSMUSG00000024109,ENSMUSG00000033768,ENSMUSG00000066392,ENSMUSG00000026237,ENSMUSG00000037393,ENSMUSG00000033774,ENSMUSG00000020090,ENSMUSG00000027931,ENSMUSG00000022206,ENSMUSG00000028469,ENSMUSG00000043659,ENSMUSG00000000392,ENSMUSG00000036437,ENSMUSG00000028004,ENSMUSG00000048337,ENSMUSG00000044014,ENSMUSG00000045052,ENSMUSG00000059146,ENSMUSG00000018500,ENSMUSG00000032340,ENSMUSG00000025876,ENSMUSG00000059921,ENSMUSG00000063626,ENSMUSG00000050587,ENSMUSG00000049939,ENSMUSG00000027568,ENSMUSG00000020591,ENSMUSG00000076439,ENSMUSG00000052516,ENSMUSG00000043811,ENSMUSG00000045287,ENSMUSG00000029231,ENSMUSG00000030996,ENSMUSG00000029648,ENSMUSG00000025905,ENSMUSG00000049401,ENSMUSG00000027611,ENSMUSG00000025969,ENSMUSG00000032336,ENSMUSG00000054580,ENSMUSG00000020695,ENSMUSG00000016495,ENSMUSG00000050164,ENSMUSG00000027584,ENSMUSG00000049409,ENSMUSG00000050558,ENSMUSG00000028857,ENSMUSG00000016028,ENSMUSG00000039904,ENSMUSG00000026424,ENSMUSG00000027316,ENSMUSG00000056962,ENSMUSG00000034117,ENSMUSG00000032492,ENSMUSG00000025946,ENSMUSG00000022321,ENSMUSG00000036606,ENSMUSG00000036381,ENSMUSG00000029917,ENSMUSG00000043953,ENSMUSG00000042190,ENSMUSG00000046856,ENSMUSG00000032327,ENSMUSG00000038276,ENSMUSG00000031007,ENSMUSG00000070570,ENSMUSG00000025094,ENSMUSG00000100241,ENSMUSG00000034009,ENSMUSG00000020140,ENSMUSG00000042793,ENSMUSG00000041961,ENSMUSG00000017167,ENSMUSG00000046352,ENSMUSG00000060548,ENSMUSG00000022999,ENSMUSG00000026390,ENSMUSG00000001946,ENSMUSG00000026582,ENSMUSG00000030123,ENSMUSG00000035107,ENSMUSG00000028459,ENSMUSG00000053646,ENSMUSG00000031385,ENSMUSG00000023992,ENSMUSG00000030579,ENSMUSG00000074785,ENSMUSG00000033965,ENSMUSG00000050288,ENSMUSG00000052212,ENSMUSG00000047501,ENSMUSG00000024036,ENSMUSG00000022112,ENSMUSG00000001761,ENSMUSG00000048978,ENSMUSG00000030043,ENSMUSG00000020081,ENSMUSG00000028172,ENSMUSG00000049488,ENSMUSG00000046186,ENSMUSG00000006389,ENSMUSG00000025351,ENSMUSG00000030769,ENSMUSG00000026942,ENSMUSG00000026321,ENSMUSG00000023905,ENSMUSG00000024793,ENSMUSG00000010142,ENSMUSG00000022496,ENSMUSG00000068105,ENSMUSG00000041954,ENSMUSG00000029075,ENSMUSG00000028602,ENSMUSG00000028965,ENSMUSG00000038760,ENSMUSG00000039321,ENSMUSG00000030787,ENSMUSG00000040511,ENSMUSG00000049551,ENSMUSG00000032547,ENSMUSG00000071847,ENSMUSG00000032135,ENSMUSG00000035305
ENSMUSG00000030111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020804,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020681,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000054693,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000054555,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028041,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
